公司,城市,简评,结果,难度,自评
广州文讯信息科技有限公司,广州,面试官好像是经理，问的问题不痛不痒，丝毫没有技术含量，反正就是感觉面试是在走个过场，可想而知工作内容会怎样了。,面试通过,很容易,一般
中信医疗设备,其它,我在听完宣讲会后投简历并网上申请，过了两天后hr短信通知我去一面。一面，到公司就是简单介绍一下自己，然后根据你的介绍来问你问题，并不是压力面试，但面试官会侧面和你说一些话，会和求职的岗位有关。中信医疗设备面试第二轮是小组leader负责，主要看我的工作能力和曾经的工作背景，看我的经验符不符合这个岗位什么的（职业技能测试）。自我感觉表现还可以，面试官人非常不错，非常友善，很热情。总体感觉，面试中信医疗设备还是有很多收获的，学到了不少东西。,感觉靠谱,有难度,很好
福建省南鹏投资开发有限公司,泉州,我是在网站上看到招聘信息的，然后投递了简历，第二天HR就打电话通知我去面试。一面，到公司就是简单介绍一下自己，然后根据你的介绍来问你问题，并不是压力面试，但面试官会侧面和你说一些话，会和求职的岗位有关。针对简历提出问题：之前的工作经历是怎样的、遇到问题我是怎样解决的；为什么想来福建省南鹏投资开发有限公司，认为福建省南鹏投资开发有限公司需要什么特点的人，个人的优点缺点，如何取长补短；能不能接受加班等。福建省南鹏投资开发有限公司面试官很专业啊，感觉面试官更注重思维方面的东西，通过这次面试学习了很多，感觉很好。Offer到位时间不确定，要看人力调配和岗位紧急程度，不过应该也不会太久吧。,感觉靠谱,有难度,很好
平安财产保险,深圳,<p>面的无锡分公司，第一轮HR面试，感觉很不好。一男一女两个面试官，主要是女HR在提问，感觉极力保持正式但是有一种掩饰不了想要讽刺对方的感觉，还有一种莫名的优越感，态度有点傲慢。之前电话里讲清楚的问题还要再问一遍，仿佛抓住了你什么把柄一样，第一个问题就让我不喜欢。</p><p>我是江阴人，她就强调你们外地的？难道觉得江阴是乡下不配属于无锡吗？是我太敏感吗意会错了她的意思吗？还说实习工资不高不过你海归家里有钱应该不在乎这个？抱歉我在乎，我家里有钱不是我有钱。但是我更在乎的是你跟我三观好像不太合，那我有理由相信你们公司这种想法的中年女子or男子不在少数。也有可能她开始就觉得我没能力吧，然后这样讽刺我。于是我问了一个问题来保证这次面试肯定通不过。</p><p>毕竟我不喜欢这样的人主动不要我，又不好意思当面说不喜欢你们公司（的HR）。哈哈默默给自己留点面子。</p>,面试未通过,一般,不好
广州易幻网络科技,广州,面试过程：总共两面，一面是对应岗位的负责人，二面是人事部针对简历了解你的性格为人。总体感觉面试过程挺轻松，面试官很nice。,面试通过,一般,很好
完达山,青岛,就是简单的介绍一下单位情况，主要是自己问一些想要问的问题，门店很小，是代理商性质的地方，工作很轻松很简单，学历什么的要求不是太高，感觉一般人都可以干，包住哦,面试未通过,很容易,一般
聊城凯什国际贸易销售公司,聊城,我通过BOSS直聘投递简历。一天后HR电话联系我，确认我是否去面试，约定好了面试时间。面试官首先让我做个简单的自我介绍，然后按照简历问了一下我之前做的项目，遇到的问题等等。针对简历提出问题：之前的工作经历是怎样的、遇到问题我是怎样解决的；为什么想来聊城凯什国际贸易销售公司，认为聊城凯什国际贸易销售公司需要什么特点的人，个人的优点缺点，如何取长补短；能不能接受加班等。聊城凯什国际贸易销售公司面试官比较专业，通过聊天发现他的专业技术能力很强，牛！个人还是建议大家面试聊城凯什国际贸易销售公司的，面试的时候放轻松，希望大家的面试有好的结果，加油！,感觉靠谱,有难度,很好
Discover financial services,其它,整个电面过程20分钟左右。约好上午10:30，大约10:33 打来电话。先做自我介绍，谈了谈自己大学的经历（课程学习、交换、二专、学生活动）；问了一下简历的内容，问了之前的实习经历，统计知识（regression，building models，SVM method）；之后介绍自己做过的与data science相关的program，我主要讲了两个（一个是如何接触到data science，一个是网络爬虫 programming）；接着问了关于现在常用的Machine Learning方法，一些了解的model；最后问还有没有什么问题。面试官人不错，也很耐心，会鼓励说quite good ，that's interesting 等等。,感觉靠谱,有难度,很好
飞利浦,上海,老大就直接跟你聊聊，也没问什么技术，然后跟你介绍了他的项目，直接说这个项目很难，问你愿不愿意来实习，我说愿意。,面试通过,很容易,很好
特朗斯大宇宙,上海,首先，我到达时已经有差不多30个人在公司前台等候了，填完个人信息表，等待被召唤，然后我同另外4个人跟随人事部进入面试会议室，我们几个竟然面试的是不同的岗位。     最可笑的是，人事部经理问了一个女生的信息后，就说，好了，你先回去吧，有什么事情我们会通知你，其实就只问了一下英语四级的成绩。当然，那个女生英语看来是比较差，但是，作为一个企业的人事部，在不审查资料的情况下，就把三四十人全部召集到公司来面试，说完一句话就让人走，真是太可笑了。,面试未通过,很容易,不好
深圳跨域体育用品有限公司,深圳,初试做性格测试，然后由人力职员面试，问一些简单的问题；复试由人力资源总监在小房间里面1对1面试，会深入问一些比较尖锐的问题；没有进入到终面就被刷下来了，据说终面是由总经理面试。,面试未通过,有难度,一般
EMED,深圳,通过网络招聘进去的. 面试就是单面.老板亲自面试. 如果会粤语就直接粤语跟你说.不然就全程都是英语面试.其实感觉真的挺简单.一次面试过了就直接进.看来是缺人.,面试通过,一般,很好
深圳市金畅进出口有限公司,深圳,一开始有笔试，机试，过了就面试，谈的很愉快， 工资也不错，所以当天就拍定了。即使有其他公司的邀约，也没有去了。,面试通过,很容易,很好
江西华邦传媒有限公司,南昌,先是自我介绍，问一些问题，比如你的优势与………家里情况……然后上机操作做技能测评，之后在到用人部门实习一天。,面试通过,一般,一般
赛恩倍吉科技顾问（深圳）有限公司,深圳,&lt;p&gt;约了下午两点面试，去到给了四份资料填写，中英文试题、性格测试，个人资料，做了两个钟才面试，面试较容易。&lt;/p&gt;,感觉靠谱,一般,一般
特步（中国）有限公司,厦门,首先是无领导小组讨论，然后一对一面试，问了基本情况，了不了解该企业，对于所报岗位是否了解，自己是否有胜任这个岗位的技能,感觉没戏,一般,一般
数成嘉业,,电面，比较人性化，不错,感觉靠谱,困难,很好
心怡科技,广州,&lt;p&gt;面试有点难度，不过感觉还不错，问了一下excel处理能力，还有个人性格，职业发展方向等等，先是HR然后是部门负责人。&lt;/p&gt;,感觉靠谱,有难度,很好
尼尔森（上海）,上海,"面试过程： 面试那天一早就去了，等的人蛮多的，延迟的有点严重，在场的有几个博士，有港大的，有港中大的，还有一些国内附近大学的学生。 面试的内容是5选一的题目，我选的题目是what is nielsen？ 大概就是ppt,等一些东西，一个人好像是5分钟然后是提问题时间。 大体上就是年轻的评审官都没问题，但是中年的管理（主审官吧）。 她觉得我的性格不适合这份工作，当场就跟我说你很好（很可能是说辞），但是你确实不太适合这种工作。然后问了我一大堆，中学留学的经历的问题什么的。",面试未通过,有难度,一般
